,id,country,league,season,stage,winner
17001,17002,Poland,Poland Ekstraklasa,2013/2014,19,2186
17002,17003,Poland,Poland Ekstraklasa,2013/2014,19,8020
17003,17004,Poland,Poland Ekstraklasa,2013/2014,19,8673
17004,17005,Poland,Poland Ekstraklasa,2013/2014,19,1957
17006,17007,Poland,Poland Ekstraklasa,2013/2014,19,8027
17007,17008,Poland,Poland Ekstraklasa,2013/2014,19,8021
17008,17009,Poland,Poland Ekstraklasa,2013/2014,19,8245
17009,17010,Poland,Poland Ekstraklasa,2013/2014,2,10265
17011,17012,Poland,Poland Ekstraklasa,2013/2014,2,8028
17012,17013,Poland,Poland Ekstraklasa,2013/2014,2,8020
17013,17014,Poland,Poland Ekstraklasa,2013/2014,2,8673
17015,17016,Poland,Poland Ekstraklasa,2013/2014,2,1957
17016,17017,Poland,Poland Ekstraklasa,2013/2014,2,8024
17017,17018,Poland,Poland Ekstraklasa,2013/2014,20,8030
17018,17019,Poland,Poland Ekstraklasa,2013/2014,20,2186
17019,17020,Poland,Poland Ekstraklasa,2013/2014,20,1601
17023,17024,Poland,Poland Ekstraklasa,2013/2014,20,2182
17025,17026,Poland,Poland Ekstraklasa,2013/2014,21,1601
17026,17027,Poland,Poland Ekstraklasa,2013/2014,21,8673
17028,17029,Poland,Poland Ekstraklasa,2013/2014,21,10265
17029,17030,Poland,Poland Ekstraklasa,2013/2014,21,1957
17031,17032,Poland,Poland Ekstraklasa,2013/2014,21,8245
17033,17034,Poland,Poland Ekstraklasa,2013/2014,22,8021
17034,17035,Poland,Poland Ekstraklasa,2013/2014,22,8673
17035,17036,Poland,Poland Ekstraklasa,2013/2014,22,8027
17036,17037,Poland,Poland Ekstraklasa,2013/2014,22,2182
17037,17038,Poland,Poland Ekstraklasa,2013/2014,22,10265
17038,17039,Poland,Poland Ekstraklasa,2013/2014,22,1601
17039,17040,Poland,Poland Ekstraklasa,2013/2014,22,8023
17040,17041,Poland,Poland Ekstraklasa,2013/2014,22,8033
17041,17042,Poland,Poland Ekstraklasa,2013/2014,23,1601
17042,17043,Poland,Poland Ekstraklasa,2013/2014,23,10265
17043,17044,Poland,Poland Ekstraklasa,2013/2014,23,8030
17044,17045,Poland,Poland Ekstraklasa,2013/2014,23,8673
17048,17049,Poland,Poland Ekstraklasa,2013/2014,23,8023
17050,17051,Poland,Poland Ekstraklasa,2013/2014,24,8021
17051,17052,Poland,Poland Ekstraklasa,2013/2014,24,8025
17053,17054,Poland,Poland Ekstraklasa,2013/2014,24,1957
17055,17056,Poland,Poland Ekstraklasa,2013/2014,24,1601
17056,17057,Poland,Poland Ekstraklasa,2013/2014,24,2182
17057,17058,Poland,Poland Ekstraklasa,2013/2014,25,1601
17059,17060,Poland,Poland Ekstraklasa,2013/2014,25,8245
17061,17062,Poland,Poland Ekstraklasa,2013/2014,25,1957
17062,17063,Poland,Poland Ekstraklasa,2013/2014,25,8027
17068,17069,Poland,Poland Ekstraklasa,2013/2014,26,2186
17070,17071,Poland,Poland Ekstraklasa,2013/2014,26,8030
17071,17072,Poland,Poland Ekstraklasa,2013/2014,26,8028
17072,17073,Poland,Poland Ekstraklasa,2013/2014,26,2182
17073,17074,Poland,Poland Ekstraklasa,2013/2014,27,8023
17075,17076,Poland,Poland Ekstraklasa,2013/2014,27,2182
17076,17077,Poland,Poland Ekstraklasa,2013/2014,27,8673
17080,17081,Poland,Poland Ekstraklasa,2013/2014,27,8027
17081,17082,Poland,Poland Ekstraklasa,2013/2014,28,8027
17082,17083,Poland,Poland Ekstraklasa,2013/2014,28,8021
17086,17087,Poland,Poland Ekstraklasa,2013/2014,28,8030
17087,17088,Poland,Poland Ekstraklasa,2013/2014,28,8033
17088,17089,Poland,Poland Ekstraklasa,2013/2014,28,8673
17089,17090,Poland,Poland Ekstraklasa,2013/2014,29,8030
17090,17091,Poland,Poland Ekstraklasa,2013/2014,29,2186
17091,17092,Poland,Poland Ekstraklasa,2013/2014,29,1601
17092,17093,Poland,Poland Ekstraklasa,2013/2014,29,8673
17094,17095,Poland,Poland Ekstraklasa,2013/2014,29,8024
17095,17096,Poland,Poland Ekstraklasa,2013/2014,29,2182
17097,17098,Poland,Poland Ekstraklasa,2013/2014,3,2186
17098,17099,Poland,Poland Ekstraklasa,2013/2014,3,8020
17099,17100,Poland,Poland Ekstraklasa,2013/2014,3,8030
17100,17101,Poland,Poland Ekstraklasa,2013/2014,3,8673
17102,17103,Poland,Poland Ekstraklasa,2013/2014,3,8024
17105,17106,Poland,Poland Ekstraklasa,2013/2014,30,1601
17106,17107,Poland,Poland Ekstraklasa,2013/2014,30,8245
17107,17108,Poland,Poland Ekstraklasa,2013/2014,30,8025
17108,17109,Poland,Poland Ekstraklasa,2013/2014,30,8673
17109,17110,Poland,Poland Ekstraklasa,2013/2014,30,8023
17111,17112,Poland,Poland Ekstraklasa,2013/2014,30,8033
17112,17113,Poland,Poland Ekstraklasa,2013/2014,30,2182
17113,17114,Poland,Poland Ekstraklasa,2013/2014,4,1601
17114,17115,Poland,Poland Ekstraklasa,2013/2014,4,8030
17117,17118,Poland,Poland Ekstraklasa,2013/2014,4,8020
17120,17121,Poland,Poland Ekstraklasa,2013/2014,4,2182
17121,17122,Poland,Poland Ekstraklasa,2013/2014,5,8030
17122,17123,Poland,Poland Ekstraklasa,2013/2014,5,2186
17124,17125,Poland,Poland Ekstraklasa,2013/2014,5,8245
17126,17127,Poland,Poland Ekstraklasa,2013/2014,5,8025
17127,17128,Poland,Poland Ekstraklasa,2013/2014,5,10265
17128,17129,Poland,Poland Ekstraklasa,2013/2014,5,8023
17129,17130,Poland,Poland Ekstraklasa,2013/2014,6,8021
17130,17131,Poland,Poland Ekstraklasa,2013/2014,6,8673
17135,17136,Poland,Poland Ekstraklasa,2013/2014,6,8033
17136,17137,Poland,Poland Ekstraklasa,2013/2014,6,2182
17137,17138,Poland,Poland Ekstraklasa,2013/2014,7,8020
17138,17139,Poland,Poland Ekstraklasa,2013/2014,7,8673
17139,17140,Poland,Poland Ekstraklasa,2013/2014,7,8027
17140,17141,Poland,Poland Ekstraklasa,2013/2014,7,8025
17141,17142,Poland,Poland Ekstraklasa,2013/2014,7,10265
17142,17143,Poland,Poland Ekstraklasa,2013/2014,7,1957
17148,17149,Poland,Poland Ekstraklasa,2013/2014,8,8673
17149,17150,Poland,Poland Ekstraklasa,2013/2014,8,8021
17150,17151,Poland,Poland Ekstraklasa,2013/2014,8,8028
17151,17152,Poland,Poland Ekstraklasa,2013/2014,8,1957
17152,17153,Poland,Poland Ekstraklasa,2013/2014,8,8023
17154,17155,Poland,Poland Ekstraklasa,2013/2014,9,8027
17155,17156,Poland,Poland Ekstraklasa,2013/2014,9,2186
17156,17157,Poland,Poland Ekstraklasa,2013/2014,9,10265
17157,17158,Poland,Poland Ekstraklasa,2013/2014,9,8673
17158,17159,Poland,Poland Ekstraklasa,2013/2014,9,8023
17159,17160,Poland,Poland Ekstraklasa,2013/2014,9,1601
17160,17161,Poland,Poland Ekstraklasa,2013/2014,9,2182
17161,17162,Poland,Poland Ekstraklasa,2014/2015,1,2182
17162,17163,Poland,Poland Ekstraklasa,2014/2015,1,8569
17163,17164,Poland,Poland Ekstraklasa,2014/2015,1,8020
17165,17166,Poland,Poland Ekstraklasa,2014/2015,1,8027
17166,17167,Poland,Poland Ekstraklasa,2014/2015,1,8025
17167,17168,Poland,Poland Ekstraklasa,2014/2015,1,8023
17169,17170,Poland,Poland Ekstraklasa,2014/2015,10,8569
17171,17172,Poland,Poland Ekstraklasa,2014/2015,10,2186
17174,17175,Poland,Poland Ekstraklasa,2014/2015,10,1957
17175,17176,Poland,Poland Ekstraklasa,2014/2015,10,8245
17176,17177,Poland,Poland Ekstraklasa,2014/2015,10,8025
17177,17178,Poland,Poland Ekstraklasa,2014/2015,11,8028
17178,17179,Poland,Poland Ekstraklasa,2014/2015,11,1957
17179,17180,Poland,Poland Ekstraklasa,2014/2015,11,2182
17180,17181,Poland,Poland Ekstraklasa,2014/2015,11,8030
17181,17182,Poland,Poland Ekstraklasa,2014/2015,11,8020
17182,17183,Poland,Poland Ekstraklasa,2014/2015,11,8023
17184,17185,Poland,Poland Ekstraklasa,2014/2015,11,8019
17185,17186,Poland,Poland Ekstraklasa,2014/2015,12,8027
17186,17187,Poland,Poland Ekstraklasa,2014/2015,12,2186
17187,17188,Poland,Poland Ekstraklasa,2014/2015,12,8673
17188,17189,Poland,Poland Ekstraklasa,2014/2015,12,10265
17189,17190,Poland,Poland Ekstraklasa,2014/2015,12,1957
17191,17192,Poland,Poland Ekstraklasa,2014/2015,12,8025
17192,17193,Poland,Poland Ekstraklasa,2014/2015,12,8033
17193,17194,Poland,Poland Ekstraklasa,2014/2015,13,1957
17194,17195,Poland,Poland Ekstraklasa,2014/2015,13,10265
17195,17196,Poland,Poland Ekstraklasa,2014/2015,13,2182
17196,17197,Poland,Poland Ekstraklasa,2014/2015,13,8025
17197,17198,Poland,Poland Ekstraklasa,2014/2015,13,8245
17198,17199,Poland,Poland Ekstraklasa,2014/2015,13,8023
17199,17200,Poland,Poland Ekstraklasa,2014/2015,13,8569
17200,17201,Poland,Poland Ekstraklasa,2014/2015,13,8673
17201,17202,Poland,Poland Ekstraklasa,2014/2015,14,2186
17202,17203,Poland,Poland Ekstraklasa,2014/2015,14,8673
17204,17205,Poland,Poland Ekstraklasa,2014/2015,14,8569
17205,17206,Poland,Poland Ekstraklasa,2014/2015,14,8245
17207,17208,Poland,Poland Ekstraklasa,2014/2015,14,8028
17212,17213,Poland,Poland Ekstraklasa,2014/2015,15,8245
17213,17214,Poland,Poland Ekstraklasa,2014/2015,15,8023
17215,17216,Poland,Poland Ekstraklasa,2014/2015,15,8020
17216,17217,Poland,Poland Ekstraklasa,2014/2015,15,1601
17217,17218,Poland,Poland Ekstraklasa,2014/2015,16,8028
17218,17219,Poland,Poland Ekstraklasa,2014/2015,16,8673
17219,17220,Poland,Poland Ekstraklasa,2014/2015,16,8020
17222,17223,Poland,Poland Ekstraklasa,2014/2015,16,1601
17223,17224,Poland,Poland Ekstraklasa,2014/2015,16,8033
17224,17225,Poland,Poland Ekstraklasa,2014/2015,16,10265
17226,17227,Poland,Poland Ekstraklasa,2014/2015,17,2182
17227,17228,Poland,Poland Ekstraklasa,2014/2015,17,8033
17228,17229,Poland,Poland Ekstraklasa,2014/2015,17,8019
17230,17231,Poland,Poland Ekstraklasa,2014/2015,17,8245
17232,17233,Poland,Poland Ekstraklasa,2014/2015,17,8673
17233,17234,Poland,Poland Ekstraklasa,2014/2015,18,8030
17234,17235,Poland,Poland Ekstraklasa,2014/2015,18,2182
17235,17236,Poland,Poland Ekstraklasa,2014/2015,18,8673
17237,17238,Poland,Poland Ekstraklasa,2014/2015,18,8023
17238,17239,Poland,Poland Ekstraklasa,2014/2015,18,8025
17239,17240,Poland,Poland Ekstraklasa,2014/2015,18,1601
17241,17242,Poland,Poland Ekstraklasa,2014/2015,19,2182
17242,17243,Poland,Poland Ekstraklasa,2014/2015,19,8028
17243,17244,Poland,Poland Ekstraklasa,2014/2015,19,8025
17244,17245,Poland,Poland Ekstraklasa,2014/2015,19,8033
17245,17246,Poland,Poland Ekstraklasa,2014/2015,19,2186
17246,17247,Poland,Poland Ekstraklasa,2014/2015,19,8019
17247,17248,Poland,Poland Ekstraklasa,2014/2015,19,1957
17248,17249,Poland,Poland Ekstraklasa,2014/2015,19,10265
17251,17252,Poland,Poland Ekstraklasa,2014/2015,2,8030
17252,17253,Poland,Poland Ekstraklasa,2014/2015,2,8019
17253,17254,Poland,Poland Ekstraklasa,2014/2015,2,8023
17254,17255,Poland,Poland Ekstraklasa,2014/2015,2,8569
17255,17256,Poland,Poland Ekstraklasa,2014/2015,2,1957
17256,17257,Poland,Poland Ekstraklasa,2014/2015,2,8673
17257,17258,Poland,Poland Ekstraklasa,2014/2015,20,1601
17258,17259,Poland,Poland Ekstraklasa,2014/2015,20,8030
17260,17261,Poland,Poland Ekstraklasa,2014/2015,20,1957
17263,17264,Poland,Poland Ekstraklasa,2014/2015,20,8033
17265,17266,Poland,Poland Ekstraklasa,2014/2015,21,2182
17267,17268,Poland,Poland Ekstraklasa,2014/2015,21,8028
17271,17272,Poland,Poland Ekstraklasa,2014/2015,21,1957
17272,17273,Poland,Poland Ekstraklasa,2014/2015,21,8020
17273,17274,Poland,Poland Ekstraklasa,2014/2015,22,8027
17274,17275,Poland,Poland Ekstraklasa,2014/2015,22,8569
17277,17278,Poland,Poland Ekstraklasa,2014/2015,22,8245
17279,17280,Poland,Poland Ekstraklasa,2014/2015,22,8673
17280,17281,Poland,Poland Ekstraklasa,2014/2015,22,8019
17281,17282,Poland,Poland Ekstraklasa,2014/2015,23,1601
17282,17283,Poland,Poland Ekstraklasa,2014/2015,23,8030
17283,17284,Poland,Poland Ekstraklasa,2014/2015,23,8027
17284,17285,Poland,Poland Ekstraklasa,2014/2015,23,8019
17285,17286,Poland,Poland Ekstraklasa,2014/2015,23,8673
17287,17288,Poland,Poland Ekstraklasa,2014/2015,23,2182
17289,17290,Poland,Poland Ekstraklasa,2014/2015,24,2186
17291,17292,Poland,Poland Ekstraklasa,2014/2015,24,8027
17292,17293,Poland,Poland Ekstraklasa,2014/2015,24,8030
17293,17294,Poland,Poland Ekstraklasa,2014/2015,24,1601
17296,17297,Poland,Poland Ekstraklasa,2014/2015,24,1957
17297,17298,Poland,Poland Ekstraklasa,2014/2015,25,8023
17298,17299,Poland,Poland Ekstraklasa,2014/2015,25,8027
17299,17300,Poland,Poland Ekstraklasa,2014/2015,25,10265
17300,17301,Poland,Poland Ekstraklasa,2014/2015,25,2182
17301,17302,Poland,Poland Ekstraklasa,2014/2015,25,8030
17302,17303,Poland,Poland Ekstraklasa,2014/2015,25,8033
17303,17304,Poland,Poland Ekstraklasa,2014/2015,25,8245
17305,17306,Poland,Poland Ekstraklasa,2014/2015,26,8673
17307,17308,Poland,Poland Ekstraklasa,2014/2015,26,2182
17308,17309,Poland,Poland Ekstraklasa,2014/2015,26,2186
17310,17311,Poland,Poland Ekstraklasa,2014/2015,26,8027
17312,17313,Poland,Poland Ekstraklasa,2014/2015,26,8245
17313,17314,Poland,Poland Ekstraklasa,2014/2015,27,8027
17314,17315,Poland,Poland Ekstraklasa,2014/2015,27,1601
17315,17316,Poland,Poland Ekstraklasa,2014/2015,27,8030
17317,17318,Poland,Poland Ekstraklasa,2014/2015,27,8023
17319,17320,Poland,Poland Ekstraklasa,2014/2015,27,8028
17321,17322,Poland,Poland Ekstraklasa,2014/2015,28,1957
17324,17325,Poland,Poland Ekstraklasa,2014/2015,28,8025
17326,17327,Poland,Poland Ekstraklasa,2014/2015,28,8023
17327,17328,Poland,Poland Ekstraklasa,2014/2015,28,8020
17328,17329,Poland,Poland Ekstraklasa,2014/2015,28,8673
17329,17330,Poland,Poland Ekstraklasa,2014/2015,29,2186
17331,17332,Poland,Poland Ekstraklasa,2014/2015,29,8023
17333,17334,Poland,Poland Ekstraklasa,2014/2015,29,10265
17334,17335,Poland,Poland Ekstraklasa,2014/2015,29,2182
17335,17336,Poland,Poland Ekstraklasa,2014/2015,29,8028
17336,17337,Poland,Poland Ekstraklasa,2014/2015,29,8030
17337,17338,Poland,Poland Ekstraklasa,2014/2015,3,8030
17338,17339,Poland,Poland Ekstraklasa,2014/2015,3,10265
17340,17341,Poland,Poland Ekstraklasa,2014/2015,3,1957
17342,17343,Poland,Poland Ekstraklasa,2014/2015,3,8025
17343,17344,Poland,Poland Ekstraklasa,2014/2015,3,8033
17345,17346,Poland,Poland Ekstraklasa,2014/2015,30,8028
17346,17347,Poland,Poland Ekstraklasa,2014/2015,30,8025
17347,17348,Poland,Poland Ekstraklasa,2014/2015,30,2182
17348,17349,Poland,Poland Ekstraklasa,2014/2015,30,8245
17349,17350,Poland,Poland Ekstraklasa,2014/2015,30,8673
17350,17351,Poland,Poland Ekstraklasa,2014/2015,30,2186
17351,17352,Poland,Poland Ekstraklasa,2014/2015,30,8020
17352,17353,Poland,Poland Ekstraklasa,2014/2015,30,1957
17353,17354,Poland,Poland Ekstraklasa,2014/2015,4,2182
17355,17356,Poland,Poland Ekstraklasa,2014/2015,4,8569
17356,17357,Poland,Poland Ekstraklasa,2014/2015,4,8033
17357,17358,Poland,Poland Ekstraklasa,2014/2015,4,2186
17358,17359,Poland,Poland Ekstraklasa,2014/2015,4,8673
17359,17360,Poland,Poland Ekstraklasa,2014/2015,4,8020
17361,17362,Poland,Poland Ekstraklasa,2014/2015,5,1601
17362,17363,Poland,Poland Ekstraklasa,2014/2015,5,10265
17364,17365,Poland,Poland Ekstraklasa,2014/2015,5,8673
17365,17366,Poland,Poland Ekstraklasa,2014/2015,5,8020
17368,17369,Poland,Poland Ekstraklasa,2014/2015,5,8019
17370,17371,Poland,Poland Ekstraklasa,2014/2015,6,10265
17372,17373,Poland,Poland Ekstraklasa,2014/2015,6,8030
17373,17374,Poland,Poland Ekstraklasa,2014/2015,6,8033
17374,17375,Poland,Poland Ekstraklasa,2014/2015,6,8673
17375,17376,Poland,Poland Ekstraklasa,2014/2015,6,8020
17376,17377,Poland,Poland Ekstraklasa,2014/2015,6,8025
17377,17378,Poland,Poland Ekstraklasa,2014/2015,7,8028
17378,17379,Poland,Poland Ekstraklasa,2014/2015,7,10265
17381,17382,Poland,Poland Ekstraklasa,2014/2015,7,1957
17382,17383,Poland,Poland Ekstraklasa,2014/2015,7,8025
17383,17384,Poland,Poland Ekstraklasa,2014/2015,7,8033
17384,17385,Poland,Poland Ekstraklasa,2014/2015,7,8019
17387,17388,Poland,Poland Ekstraklasa,2014/2015,8,10265
17388,17389,Poland,Poland Ekstraklasa,2014/2015,8,2186
17389,17390,Poland,Poland Ekstraklasa,2014/2015,8,8673
17390,17391,Poland,Poland Ekstraklasa,2014/2015,8,8028
17391,17392,Poland,Poland Ekstraklasa,2014/2015,8,1957
17392,17393,Poland,Poland Ekstraklasa,2014/2015,8,8245
17393,17394,Poland,Poland Ekstraklasa,2014/2015,9,8028
17394,17395,Poland,Poland Ekstraklasa,2014/2015,9,8673
17395,17396,Poland,Poland Ekstraklasa,2014/2015,9,2182
17396,17397,Poland,Poland Ekstraklasa,2014/2015,9,8023
17397,17398,Poland,Poland Ekstraklasa,2014/2015,9,8569
17398,17399,Poland,Poland Ekstraklasa,2014/2015,9,8025
17399,17400,Poland,Poland Ekstraklasa,2014/2015,9,8020
17401,17402,Poland,Poland Ekstraklasa,2015/2016,1,8023
17402,17403,Poland,Poland Ekstraklasa,2015/2016,1,2186
17403,17404,Poland,Poland Ekstraklasa,2015/2016,1,8673
17404,17405,Poland,Poland Ekstraklasa,2015/2016,1,8019
17406,17407,Poland,Poland Ekstraklasa,2015/2016,1,8245
17407,17408,Poland,Poland Ekstraklasa,2015/2016,1,8028
17409,17410,Poland,Poland Ekstraklasa,2015/2016,10,8023
17410,17411,Poland,Poland Ekstraklasa,2015/2016,10,8030
17411,17412,Poland,Poland Ekstraklasa,2015/2016,10,8028
17412,17413,Poland,Poland Ekstraklasa,2015/2016,10,8033
17414,17415,Poland,Poland Ekstraklasa,2015/2016,10,2186
17418,17419,Poland,Poland Ekstraklasa,2015/2016,11,8028
17419,17420,Poland,Poland Ekstraklasa,2015/2016,11,8030
17423,17424,Poland,Poland Ekstraklasa,2015/2016,11,8023
17424,17425,Poland,Poland Ekstraklasa,2015/2016,11,2186
17427,17428,Poland,Poland Ekstraklasa,2015/2016,12,8245
17428,17429,Poland,Poland Ekstraklasa,2015/2016,12,8019
17431,17432,Poland,Poland Ekstraklasa,2015/2016,12,8673
17433,17434,Poland,Poland Ekstraklasa,2015/2016,13,8245
17434,17435,Poland,Poland Ekstraklasa,2015/2016,13,10265
17436,17437,Poland,Poland Ekstraklasa,2015/2016,13,8030
17437,17438,Poland,Poland Ekstraklasa,2015/2016,13,8033
17438,17439,Poland,Poland Ekstraklasa,2015/2016,13,1601
17439,17440,Poland,Poland Ekstraklasa,2015/2016,13,2186
17440,17441,Poland,Poland Ekstraklasa,2015/2016,13,2182
17442,17443,Poland,Poland Ekstraklasa,2015/2016,14,8673
17444,17445,Poland,Poland Ekstraklasa,2015/2016,14,8019
17447,17448,Poland,Poland Ekstraklasa,2015/2016,14,177361
17448,17449,Poland,Poland Ekstraklasa,2015/2016,14,8028
17449,17450,Poland,Poland Ekstraklasa,2015/2016,15,8028
17450,17451,Poland,Poland Ekstraklasa,2015/2016,15,10265
17451,17452,Poland,Poland Ekstraklasa,2015/2016,15,8033
17452,17453,Poland,Poland Ekstraklasa,2015/2016,15,8245
17453,17454,Poland,Poland Ekstraklasa,2015/2016,15,1601
17454,17455,Poland,Poland Ekstraklasa,2015/2016,15,2186
17455,17456,Poland,Poland Ekstraklasa,2015/2016,15,8673
17456,17457,Poland,Poland Ekstraklasa,2015/2016,15,2182
17457,17458,Poland,Poland Ekstraklasa,2015/2016,16,2182
17458,17459,Poland,Poland Ekstraklasa,2015/2016,16,2186
17459,17460,Poland,Poland Ekstraklasa,2015/2016,16,8673
17460,17461,Poland,Poland Ekstraklasa,2015/2016,16,1601
17461,17462,Poland,Poland Ekstraklasa,2015/2016,16,8021
17462,17463,Poland,Poland Ekstraklasa,2015/2016,16,1957
17463,17464,Poland,Poland Ekstraklasa,2015/2016,16,8028
17466,17467,Poland,Poland Ekstraklasa,2015/2016,17,8021
17467,17468,Poland,Poland Ekstraklasa,2015/2016,17,177361
17469,17470,Poland,Poland Ekstraklasa,2015/2016,17,8028
17470,17471,Poland,Poland Ekstraklasa,2015/2016,17,2186
17472,17473,Poland,Poland Ekstraklasa,2015/2016,17,2182
17473,17474,Poland,Poland Ekstraklasa,2015/2016,18,8023
17475,17476,Poland,Poland Ekstraklasa,2015/2016,18,8673
17476,17477,Poland,Poland Ekstraklasa,2015/2016,18,2182
17477,17478,Poland,Poland Ekstraklasa,2015/2016,18,2186
17478,17479,Poland,Poland Ekstraklasa,2015/2016,18,1601
17479,17480,Poland,Poland Ekstraklasa,2015/2016,18,8020
17480,17481,Poland,Poland Ekstraklasa,2015/2016,18,1957
17481,17482,Poland,Poland Ekstraklasa,2015/2016,19,8023
17482,17483,Poland,Poland Ekstraklasa,2015/2016,19,8030
17483,17484,Poland,Poland Ekstraklasa,2015/2016,19,8021
17484,17485,Poland,Poland Ekstraklasa,2015/2016,19,8020
17487,17488,Poland,Poland Ekstraklasa,2015/2016,19,8673
17488,17489,Poland,Poland Ekstraklasa,2015/2016,19,2182
17490,17491,Poland,Poland Ekstraklasa,2015/2016,2,8245
17491,17492,Poland,Poland Ekstraklasa,2015/2016,2,1957
17492,17493,Poland,Poland Ekstraklasa,2015/2016,2,8019
17493,17494,Poland,Poland Ekstraklasa,2015/2016,2,1601
17495,17496,Poland,Poland Ekstraklasa,2015/2016,2,8673
17496,17497,Poland,Poland Ekstraklasa,2015/2016,2,2182
17497,17498,Poland,Poland Ekstraklasa,2015/2016,20,8025
17498,17499,Poland,Poland Ekstraklasa,2015/2016,20,8030
17499,17500,Poland,Poland Ekstraklasa,2015/2016,20,8023
17502,17503,Poland,Poland Ekstraklasa,2015/2016,20,1957
17503,17504,Poland,Poland Ekstraklasa,2015/2016,20,2182
17505,17506,Poland,Poland Ekstraklasa,2015/2016,21,8023
17506,17507,Poland,Poland Ekstraklasa,2015/2016,21,8019
17507,17508,Poland,Poland Ekstraklasa,2015/2016,21,8025
17508,17509,Poland,Poland Ekstraklasa,2015/2016,21,8020
17509,17510,Poland,Poland Ekstraklasa,2015/2016,21,1601
17511,17512,Poland,Poland Ekstraklasa,2015/2016,21,8673
17512,17513,Poland,Poland Ekstraklasa,2015/2016,21,8028
17513,17514,Poland,Poland Ekstraklasa,2015/2016,22,8025
17514,17515,Poland,Poland Ekstraklasa,2015/2016,22,8030
17515,17516,Poland,Poland Ekstraklasa,2015/2016,22,8023
17517,17518,Poland,Poland Ekstraklasa,2015/2016,22,8673
17519,17520,Poland,Poland Ekstraklasa,2015/2016,22,2182
17520,17521,Poland,Poland Ekstraklasa,2015/2016,22,2186
17522,17523,Poland,Poland Ekstraklasa,2015/2016,23,8245
17523,17524,Poland,Poland Ekstraklasa,2015/2016,23,1957
17525,17526,Poland,Poland Ekstraklasa,2015/2016,23,1601
